,path,label,predict,score
0,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/img20161122_16285207.jpg,1,1,"[-0.879421055316925, 0.8638052344322205]"
1,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/c5533_img20170406_11062211.jpg,1,1,"[-4.2046732902526855, 4.059173583984375]"
2,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/c3647_img20161118_17591408.jpg,1,1,"[-3.626485586166382, 3.907989501953125]"
3,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/c835_img20170412_17563592.jpg,1,1,"[-6.4385199546813965, 5.7620062828063965]"
4,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/c9839_img20170426_18025724.jpg,1,1,"[-9.659228324890137, 9.19969654083252]"
5,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/c6923_img20161122_09560484.jpg,1,1,"[-7.639531135559082, 7.2568678855896]"
6,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/img20170428_11304367.jpg,1,1,"[-2.729269504547119, 2.7424581050872803]"
7,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/negative/c7516_img20170412_11050419.jpg,0,0,"[1.1430860757827759, -1.3500553369522095]"
8,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/negative/c8585_img20161119_14240987.jpg,0,0,"[2.2051303386688232, -2.5354421138763428]"
9,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/c9854_img20170412_17563592.jpg,1,1,"[-6.4385199546813965, 5.7620062828063965]"
10,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/img20170505_10301811.jpg,1,1,"[-5.285400390625, 5.377673625946045]"
11,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/img20170504_16432627.jpg,1,1,"[-4.921789646148682, 4.7862868309021]"
12,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/negative/c2065_img20170503_15062537.jpg,0,0,"[3.9923031330108643, -4.336705684661865]"
13,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/negative/c147_img20170424_16364942.jpg,0,0,"[3.4229447841644287, -3.614628553390503]"
14,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/negative/c3480_img20170413_17374431.jpg,0,0,"[3.9628968238830566, -4.03705358505249]"
15,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/c6758_img20170505_10003957.jpg,1,1,"[-5.52953577041626, 5.408183574676514]"
16,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/img20170427_14261859.jpg,1,0,"[0.1580115407705307, -0.09349348396062851]"
17,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/img20170428_13513821.jpg,1,1,"[-5.644474983215332, 5.53383207321167]"
18,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/img20170411_16591199.jpg,1,1,"[-3.1097729206085205, 3.099912405014038]"
19,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/img20170420_17094654.jpg,1,1,"[-2.4979493618011475, 2.6973540782928467]"
20,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/img20170504_17034760.jpg,1,1,"[-4.452495574951172, 4.327223777770996]"
21,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/img20170502_17332436.jpg,1,1,"[-6.59943151473999, 6.4586663246154785]"
22,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/c1009_img20170411_16591199.jpg,1,1,"[-3.1097729206085205, 3.099912405014038]"
23,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/negative/c6072_img20170428_10521729.jpg,0,0,"[1.177194356918335, -1.2010631561279297]"
24,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/negative/c9028_img20170428_13554418.jpg,0,0,"[1.6836951971054077, -1.893166422843933]"
25,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/img20170504_11093687.jpg,1,1,"[-5.238860130310059, 5.113979339599609]"
26,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/img20161119_14520161.jpg,1,1,"[-3.5683212280273438, 3.579972982406616]"
27,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/c6652_img20170407_14413376.jpg,1,1,"[-1.8283106088638306, 1.8845733404159546]"
28,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/negative/c771_img20170426_10254131.jpg,0,0,"[0.17274926602840424, -0.1958424597978592]"
29,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/img20170508_10185190.jpg,1,1,"[-6.021453380584717, 6.041929244995117]"
30,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/img20170412_15321778.jpg,1,1,"[-8.059971809387207, 7.6852006912231445]"
31,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/img20161119_17142477.jpg,1,1,"[-2.8334503173828125, 2.6658742427825928]"
32,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/c6719_img20170505_15212579.jpg,1,1,"[-1.9212563037872314, 1.9453232288360596]"
33,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/c2919_img20170424_10225149.jpg,1,1,"[-5.717798233032227, 5.4307475090026855]"
34,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/img20161121_15434488.jpg,1,1,"[-5.9523024559021, 5.790837287902832]"
35,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/img20170411_11203592.jpg,1,1,"[-0.37335333228111267, 0.4520483911037445]"
36,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/img20170421_15261714.jpg,1,1,"[-2.2237651348114014, 2.164964199066162]"
37,/home/njuciairs/Hejia/xRaydata/zipXrayImages/twoClasses_val/positive/c5771_img20170504_14522427.jpg,1,1,"[-7.397772312164307, 6.976294994354248]"
